size(sqft),parking_lot,rooms,price(ksh),year_built
620.0676437,2,4,201500,2019
769.9414844,3,3,248400,2019
1379.944802,2,7,82700,2010
540.1234568,3,8,347100,2024
1250,2,9,51700,2023
1190.098381,4,6,350000,2024
950.0662837,5,7,152300,2022
1500,4,5,172700,2021
1450.230719,5,7,154400,2021
1100.110011,4,4,284100,2022
3135.888502,5,5,142500,2021
1100,4,3,263900,2024
1409.945421,3,4,288500,2014
2695.035461,4,2,63700,2014
598.0265125,3,6,145800,2013
1013.231613,4,7,179600,2019
1251.21872,2,6,137500,2019
1000,4,7,183000,2010
1761.0748,2,5,209500,2023
1221.192053,3,4,229000,2023
1370.17071,3,6,63300,2024
4613.671316,5,4,196200,2024
1420.252805,3,3,500001,2023
1888.276947,5,2,158900,2024
860.0829366,3,4,237900,2022
1040.009788,4,3,291800,2021
2048.648649,5,5,56700,2021
579.9342741,3,3,190500,2022
626.118068,4,6,60500,2021
750.0551511,5,3,138100,2024
2002.503129,3,6,376000,2014
1080.168776,4,1,199600,2014
1846.898122,5,2,170600,2013
1059.402194,4,3,406900,2019
716.9169736,3,2,160300,2019
1075.268817,4,4,125000,2010
1014.285714,5,3,65500,2015
1605.136437,4,5,157500,2014
1039.717197,3,4,258100,2014
1348.079162,6,6,150700,2015
600,7,5,125700,2015
1760.046935,5,3,57600,2018
1208.014143,6,4,177500,2010
900.032144,4,2,162500,2019
2393.162393,6,3,435100,2010
1346.869712,7,5,160800,2011
618.0469716,8,4,230100,2015
1444.912703,7,5,100000,2015
2736.842105,9,3,74000,2021
480.09037,7,5,92800,2014
860.0301011,6,6,144500,2018
700.280112,7,7,114100,2019
654.0389026,8,5,165600,2010
1371.963522,7,7,100600,2010
2035.087719,8,5,57100,2010
1110.176619,6,7,158800,2010
1139.130435,5,5,88400,2023
1800.055386,7,7,76600,2023
1150.234742,5,5,167900,2024
2300.172513,8,3,93800,2023
1675.485009,5,5,293300,2022
1230.0123,9,7,126100,2024
1070.009172,5,6,279500,2010
330.0043422,7,7,247300,2009
433.0376003,5,8,276000,2010
870.1472557,8,6,389700,2024
1698.989899,6,7,302000,2024
1300.182482,7,8,342800,2023
1402.961808,5,4,120400,2022
820.1202843,3,5,125400,2023
1450,2,3,137500,2023
2674.217398,2,5,150800,2022
420.5838694,3,4,123400,2023
1035.10351,2,5,191700,2023
2500,3,6,323100,2024
615.0061501,4,5,209300,2024
1186.834054,4,6,402400,2023
560.0814664,4,7,327700,2024
742.482366,3,6,190100,2022
1177.536232,4,7,377600,2021
979.0450017,3,5,322900,2021
765.0273224,5,6,138800,2022
1490.041052,2,4,162500,2021
952.3809524,1,5,218800,2024
2404.735479,1,4,249200,2014
1050.070432,3,6,81300,2014
5777.777778,4,5,357400,2013
1617.357002,3,6,231000,2019
950.1187648,4,7,135700,2019
1000,3,8,93800,2010
783.1325301,2,7,179200,2022
715.0595883,2,6,194400,2021
627.3972603,2,7,61600,2024
1231.098622,2,8,85000,2014
1294.797688,3,9,140000,2014
1125,4,8,161300,2013
667.090216,4,7,88900,2019
1595.065929,5,5,183500,2019
1175.05675,5,4,240800,2010
1375,5,5,184900,2014
1739.95571,5,6,115200,2013
1070.154578,4,7,175000,2019
600,3,5,202400,2019
1625.030318,3,7,274600,2010
692.0415225,3,2,124000,2019
1117.068811,3,4,96900,2010
900,4,5,183400,2010
600.1091107,5,6,225000,2010
1100.025582,4,4,225000,2010
1024.06554,3,5,313100,2023
1203.519256,4,3,281300,2023
11310.34483,5,5,141000,2024
952.154249,4,5,78800,2023
807.3631519,4,4,162100,2022
2200.220022,3,3,364400,2024
1270.186899,2,4,404500,2010
1711.662647,2,5,273400,2009
998.003992,4,3,241700,2010
1450.169701,4,5,444500,2024
1200.218221,5,3,292900,2024
3141.196796,4,6,92000,2023
1000,4,5,311600,2022
949.8367468,4,7,143800,2023
1250,3,5,140000,2023
1345.170837,3,3,104200,2022
3386.268099,2,5,109400,2023
4738.675958,3,3,231900,2023
1751.532591,2,5,500001,2024
1150.137132,4,3,85700,2024
1239.130435,5,2,161700,2023
1515.151515,5,4,162500,2024
850.0303582,4,3,350000,2022
1330.229465,5,4,187500,2021
575.0273823,3,2,431800,2021
936.0649947,3,4,158300,2022
2050.580998,2,4,320900,2021
1183.020181,3,5,350000,2024
850.1259446,4,6,315900,2014
1100,4,4,168800,2014
665.0901567,3,3,142000,2013
1560.232221,4,5,337500,2019
1641.458553,2,7,309300,2019
6091.370558,2,4,187500,2010
520.5622072,1,7,500001,2024
506.0216577,1,5,325000,2023
1750.58548,2,8,188500,2024
1301.929222,1,9,90600,2022
1078.998073,3,6,135200,2021
1151.675688,1,4,198400,2021
1345.054523,1,6,167600,2022
550.0045834,3,7,225800,2021
1300.102775,3,5,500001,2024
2000,4,6,76400,2014
363.7200737,3,7,367300,2014
1794.124243,2,8,111800,2013
1347.812201,2,6,259800,2019
5300.259713,3,4,103100,2019
825.0424654,4,6,130400,2010
1360.123648,4,1,198200,2023
2248.35697,2,2,85900,2023
1002.047316,4,3,412000,2024
1250,2,3,210500,2024
1067.25735,4,2,93700,2023
1397.931827,2,3,109600,2024
1431.049436,4,4,219500,2022
1100.244499,3,3,301600,2021
1783.325903,3,7,218800,2021
1390.293225,4,8,168400,2022
1504.8469,4,9,100800,2021
1800,4,6,100600,2024
797.9274611,4,7,60800,2014
750,2,5,93600,2014
1015.062213,4,7,244900,2013
678,2,4,72400,2019
1201.145708,1,5,162500,2019
2333.333333,3,3,39800,2010
2000,4,4,150600,2015
1637.153358,3,2,263200,2014
1400.16802,2,6,130700,2014
750,4,7,218700,2015
990.0990099,3,6,90600,2015
1200,4,7,60000,2018
1595.006935,2,5,493200,2010
656.0364465,4,4,475000,2019
1091.703057,3,6,333900,2010
570.0958798,3,4,168800,2011
955.2401747,2,3,197700,2015
1100.323625,2,2,162500,2015
750,4,4,500001,2021
1454.82389,1,3,500001,2014
620.0396825,2,5,87500,2018
1599.660249,2,3,157300,2019
507.8947368,2,6,109800,2010
1030.078286,3,3,97400,2010
900.1956947,4,6,247600,2010
42723.97721,2,1,137800,2010
1800.643087,1,2,223200,2023
631.7774635,3,3,54200,2023
687.7828054,4,2,215600,2024
1477.759716,3,4,138700,2023
1111.111111,2,3,109700,2022
1252.82167,3,5,115700,2024
1174.652241,4,4,101400,2010
720,3,6,281000,2009
1120.071685,2,5,283900,2010
1777.777778,3,3,159400,2024
1900.108578,2,4,88300,2024
831.8083514,4,2,291700,2023
1655.130906,3,3,52500,2022
1200.300075,4,5,206700,2023
560.0121084,2,4,49500,2023
1000,1,5,75800,2022
1924.187031,2,3,295900,2023
795.0604753,3,5,140900,2023
1400.161247,4,6,72200,2024
983.1230542,3,7,196400,2024
950.1187648,2,5,78400,2023
700.0350018,3,7,87500,2024
680.2721088,4,5,209400,2022
832.1985172,3,7,272800,2021
2110.149821,2,5,66600,2021
1036.050666,3,7,196900,2022
1400.203666,4,5,500001,2021
1810.699588,3,3,94400,2024
1636.0601,2,5,144400,2014
700.0840101,4,7,233300,2014
1690.045631,3,6,46300,2013
640.2684564,2,7,372700,2019
905.9794645,3,8,181000,2019
1749.883341,2,6,198100,2010
1814.49461,2,7,146800,2013
1358.080579,3,8,136000,2019
886.9179601,3,4,275300,2019
1475.409836,4,5,312000,2010
1100.917431,3,3,179600,2024
1000,2,5,109400,2023
1060.06006,2,4,310600,2022
789.3617021,1,5,192300,2024
2025.161092,2,6,236800,2010
1600.196947,1,5,204500,2009
944.4444444,2,6,455300,2010
500,1,7,64600,2024
1700.07792,2,6,87800,2024
900.0109757,1,7,166800,2023
700.0622278,2,5,197300,2022
1800,3,6,51600,2023
950,3,4,184600,2023
1873.071838,4,5,287500,2022
1345.575431,3,4,290400,2023
700,4,6,335900,2023
780.0312012,3,5,238500,2024
680.0649614,4,6,162800,2024
400,2,7,256300,2023
19396.55172,3,8,41500,2024
2439.874521,4,7,86900,2022
1651.235478,2,6,231700,2021
1218.161683,4,7,271500,2021
759.4361073,1,8,84400,2022
1248.148148,3,9,495500,2021
1246.105919,2,8,138800,2024
649.8470948,4,7,292200,2014
756.0483871,2,5,164800,2014
774.1650077,1,4,312500,2013
760.5633803,2,5,334400,2019
780,1,6,265700,2019
1292.824822,3,7,269400,2010
834.2022941,1,5,146600,2024
1269.349845,4,7,225000,2023
981.4741821,3,2,255000,2024
1495.204062,4,4,146600,2022
1450,2,5,160800,2021
1508.12065,3,6,143000,2021
1079.969144,2,4,255600,2022
1300.390117,4,5,122000,2021
1000,2,3,107500,2024
800,6,5,110800,2014
970.1202949,3,5,344000,2014
862.0689655,2,4,75200,2013
3427.818062,1,3,176700,2019
1550.246216,2,4,92700,2019
730.0042319,6,5,231500,2010
526.0243632,5,3,133900,2023
1627.261415,4,5,190400,2023
1324.854266,3,3,141700,2024
1671.464389,2,6,164100,2024
1486.988848,1,5,362600,2023
1250,3,7,52600,2024
830.9248555,4,5,170300,2022
1120.547299,5,3,86500,2021
2008.320184,3,5,170000,2021
1200,4,3,123600,2022
1200,6,5,268100,2021
1200.082764,5,3,359900,2024
890.5263158,3,2,187500,2014
2019.975311,2,4,359600,2014
1045.088086,3,3,240000,2013
1318.010498,4,4,189000,2019
1810.061119,3,2,242400,2019
1255.075674,2,4,150800,2010
680.0518135,2,4,286000,2015
942.7121102,1,5,201400,2014
940.0575094,2,6,489800,2014
475.0133295,3,4,103000,2015
1844.117647,4,3,81900,2015
4000,5,5,500001,2018
1000,6,7,87500,2010
1105.059594,5,4,77100,2019
1152.542373,6,7,365500,2010
1275.218881,4,5,139900,2011
817.3207037,4,8,143400,2015
972.972973,3,9,100000,2015
2530.730296,4,6,329600,2021
1718.213058,3,4,215700,2014
612.8848347,4,6,287500,2018
972.6049603,3,7,500001,2019
2249.10036,4,5,195100,2010
875,3,6,262100,2010
924.1755934,3,7,233300,2010
1263.523957,3,8,352300,2010
1079.812207,3,6,310100,2023
1000,2,4,500001,2023
500,2,6,259700,2024
1815.248084,3,1,171900,2023
42500,2,2,156800,2022
750.085237,3,3,113200,2024
1135.190918,2,3,116700,2010
820.1892744,3,2,306700,2009
1118.604651,1,3,100000,2010
1208.062253,2,4,156900,2024
1100.173712,2,3,112500,2024
47602.51897,3,7,500001,2023
819.5926285,3,8,324700,2022
1687.721071,3,9,148100,2023
1550.137252,4,6,55300,2023
1624.721249,3,7,110900,2022
1867.413632,4,5,225000,2023
2300.613497,2,7,374100,2023
1240.149316,2,4,102700,2024
1150.673035,4,5,241300,2024
985.0789512,2,3,113500,2023
1050.175029,4,4,382200,2024
1145.093492,2,2,322500,2022
1153.039832,2,6,185600,2021
2191.113816,1,7,139700,2021
1050.119332,1,6,55000,2022
1954.022989,2,7,156300,2021
4247.460757,3,5,120400,2024
792.9515419,4,4,206600,2014
2026.184539,5,6,363600,2014
2113.01618,6,4,218100,2013
2706.486234,4,3,49100,2019
735.1351351,5,2,75000,2019
2928.147759,4,4,95500,2010
900.8622539,3,3,240700,2014
640,2,5,140500,2013
986.6798224,2,3,158700,2019
2300.034329,3,6,223700,2019
1000,2,3,134800,2010
1250,5,6,350000,2019
1050.052503,3,1,181800,2010
850.1335924,4,2,191500,2010
610.035077,5,3,309300,2010
884.9557522,3,2,129600,2010
1000,3,4,82000,2023
2800,2,3,200500,2023
1650.165017,2,5,225600,2024
1150.012778,1,4,84700,2023
1446.654611,3,6,162500,2022
1436.053387,4,5,137500,2024
1149.825784,3,3,102100,2010
1950.014625,4,4,228500,2009
1048.888889,3,2,71300,2010
2829.945974,5,3,162500,2024
2491.376006,3,5,276800,2024
1000,4,4,214000,2023
3454.545455,3,5,63200,2022
718.530524,2,3,321200,2023
2183.470106,3,5,330100,2023
665.0041563,4,6,86900,2022
1625,3,7,181900,2023
750.3410641,4,5,500001,2023
908.0226472,3,7,182900,2024
2361.111111,5,5,414700,2024
900.0163639,4,7,131100,2023
1566.951567,5,5,93800,2024
1020.10201,3,7,249400,2022
1012.01771,4,5,57700,2021
1000,2,3,288100,2021
1150.202977,4,5,127200,2022
1499.250375,2,7,140700,2021
1350.074254,3,6,170100,2024
1685.20391,4,7,177600,2014
1200,3,8,231300,2014
1690.095847,4,6,108000,2013
1390.008058,5,7,161100,2019
1209.904333,4,8,161300,2019
1100.28293,3,4,117200,2010
1550.208237,4,5,357900,2024
1572.09033,5,3,51600,2023
1170.062538,6,5,192200,2024
1265.051059,4,4,225600,2022
1048.284625,4,5,116400,2021
1983.111566,5,6,95300,2021
1075.268817,3,5,175000,2022
8300.084457,4,6,173400,2021
1057.195953,3,7,119400,2024
1700.198356,4,6,169000,2014
528.7009063,3,7,223800,2014
1100.110011,2,5,132800,2013
645.0572488,3,6,103300,2019
1045.016077,2,4,270600,2019
1005.90972,3,5,150800,2010
684.9315068,1,4,92000,2023
1575.324331,1,6,77400,2023
1080,2,5,170400,2024
3119.75042,1,6,244200,2024
700.3257329,2,7,190500,2023
500,1,8,157600,2024
1100.203114,3,7,141400,2022
660.0264011,2,6,212200,2021
1700.17374,3,7,212000,2021
848.6486486,2,8,132000,2022
1706.06873,3,9,115900,2021
967.4675739,1,8,184500,2024
1376.699029,3,7,260000,2014
1202.711568,4,5,500001,2014
2687.208886,3,4,239500,2013
620.0093941,4,5,364900,2019
592.1052632,2,6,179500,2019
1840.324763,3,7,152200,2010
3333.015903,4,5,221900,2015
1082.083784,3,7,184600,2014
1099.975556,4,2,166100,2014
2979.145978,4,4,172500,2015
1600.312256,3,5,120000,2015
1050.019091,4,6,319700,2018
1795.255396,3,4,113000,2010
1230.555983,4,5,239900,2019
1782.334385,2,3,500001,2010
1055.130572,2,5,342900,2011
1697.924481,3,5,166700,2015
1185.22602,2,4,500001,2015
1500.326158,3,3,157400,2021
529.7209867,2,4,84500,2014
2051.158301,3,5,111800,2018
363.4152932,2,3,228200,2019
446.1420932,1,5,237400,2010
3223.961312,1,3,45800,2010
1349.872309,2,6,49800,2010
595.1068988,3,5,274200,2010
2121.640736,3,7,192700,2023
2430.274274,2,5,273600,2023
1210.464662,3,3,59600,2024
1035.001882,2,5,282300,2023
1174.989509,3,3,201300,2022
1757.706869,2,5,337500,2024
1161.784288,4,3,127800,2010
134517.7665,3,2,231200,2009
1625.135428,2,4,271200,2010
1467.933492,2,3,165000,2024
898.3156581,3,4,109800,2024
1020.007846,4,2,151400,2023
1572.018078,2,4,165200,2022
1004.1841,2,4,185500,2023
478.3544607,3,5,172200,2023
2678.874195,4,6,331200,2022
1353.053702,5,4,94300,2023
356.9303986,3,3,137200,2023
1223.34848,5,5,109100,2024
4150.607768,4,7,136400,2024
1099.796334,3,4,148800,2023
446.8980021,4,7,98300,2024
1024.06554,3,5,37500,2022
618.0694419,4,8,76900,2021
1270.207852,3,9,193300,2021
840.1453224,2,6,71300,2022
734.9011224,2,4,277800,2021
1000,3,6,164400,2024
1150.097466,2,7,83500,2014
1050.252592,4,5,263500,2014
724.492855,4,6,68600,2013
534.0646651,5,7,179800,2019
600,3,8,238000,2019
1378.461538,2,6,93800,2010
1177.336277,3,4,387000,2022
1598.113208,4,6,261400,2021
1103.102476,5,1,140500,2024
1559.746211,4,2,197200,2014
1329.080276,5,3,242400,2014
1089.060987,5,3,105800,2013
741.0684659,6,2,291700,2019
1299.873623,4,3,350000,2019
1304.064334,3,4,56700,2010
1284.895544,2,3,500001,2014
2000,4,7,97700,2013
1602.067183,5,8,63600,2019
1539.201539,4,9,337400,2019
1015.123265,5,6,389200,2010
1200,3,7,71300,2019
391.9860627,4,5,243500,2010
1303.930968,2,7,81300,2010
1049.810141,3,4,276300,2010
2200.62351,4,5,377300,2010
1000,2,3,92400,2023
650.0893873,2,4,310000,2023
940.3107114,3,2,160400,2024
1584.835301,4,6,111800,2023
1203.208556,3,7,71800,2022
1107.726392,2,6,133000,2024
4133.333333,3,7,95600,2010
1185.067514,4,5,73000,2009
1260.239445,3,4,286900,2010
2000,4,6,457700,2024
2511.128867,2,4,135800,2024
780.1161103,4,3,67800,2023
1265.022138,2,2,162500,2022
1369.387755,1,4,325000,2023
2149.959688,3,3,118800,2023
730.0053677,4,5,85000,2022
866.9527897,2,3,98400,2023
2100.105005,2,6,164100,2023
587.061841,3,3,500001,2024
1274.285714,2,6,162500,2024
904.9773756,3,1,166300,2023
1507.055761,2,2,472000,2024
675.0807162,3,3,195000,2022
1050.080775,1,2,124000,2021
610.0040667,3,4,238600,2021
686.5475995,2,3,195600,2022
3020.279016,2,5,87500,2021
1221.166893,3,4,417600,2024
1212.121212,3,6,405100,2014
1243.108661,2,5,178600,2014
1312.718786,3,3,100500,2013
900.2057613,4,4,171900,2019
3280.182232,3,2,175000,2019
592.0783993,4,3,450000,2010
826.0118645,3,5,43300,2024
1138.747378,4,4,158800,2023
1150.086256,5,5,500001,2024
1190.003967,4,3,72100,2022
575.0798722,5,5,185200,2021
1019.85722,4,6,148900,2021
1163.56383,5,7,173900,2022
1275.167785,3,5,121200,2021
1000,2,7,200000,2024
1505.069708,3,5,161400,2014
3259.259259,2,7,270800,2014
1255.230126,3,5,348200,2013
1100.029334,2,7,262700,2019
1260.040951,4,5,326100,2019
1740,5,3,222100,2010
3205.128205,4,5,159800,2023
1230.11317,5,7,145300,2023
1083.619288,4,6,312200,2024
1689.860835,5,7,353800,2024
1150.103214,4,8,55000,2023
833.6983501,3,6,120400,2024
1122.362869,4,7,146800,2022
1699.235344,3,8,74700,2021
1361.256545,4,4,328800,2021
8301.130671,2,5,186000,2022
930.0595238,4,3,351100,2021
1656.244719,2,5,295200,2024
625,3,4,162500,2014
1437.145715,3,5,238000,2014
670.0554529,5,3,171500,2013
1345.023413,3,4,121400,2019
400,5,4,190500,2019
1339.141659,3,5,183300,2010
930.0048948,4,4,241900,2015
1152.134067,5,3,248700,2014
957.7864491,3,3,123800,2014
1170,4,3,76200,2015
706.5985433,5,4,500001,2015
1100.020371,3,4,210300,2018
297.029703,4,3,154400,2010
1120.099564,5,3,383000,2019
1250,4,4,120500,2010
625,3,4,124900,2011
489.9959167,4,3,111500,2015
2047.502048,5,4,230300,2015
2944.840865,4,3,144000,2021
650.0171057,3,4,391300,2014
1670.227229,6,5,319000,2018
3571.428571,7,4,247800,2019
844.7368421,5,5,61500,2010
700.0656312,6,4,244900,2010
1400.094922,4,5,166100,2010
437.6367615,6,5,216700,2010
1165.181631,7,4,211500,2023
766.1888285,8,5,425000,2023
550,7,5,93400,2024
678.070581,9,5,95700,2023
1085.13112,7,3,194100,2022
1349.741961,4,5,238000,2024
1826.656589,7,5,134900,2010
1478.785121,8,4,52500,2009
1158.940397,7,5,214500,2010
1081.620767,8,6,286700,2024
1424.020986,6,4,457200,2024
742.482366,5,6,251400,2023
1099.76247,7,4,130500,2022
740.1812689,5,6,301900,2023
1036.001036,8,4,50500,2023
1649.862511,5,6,157700,2022
626.0551491,9,4,111700,2023
686,5,5,302400,2023
711.1813512,7,3,226200,2024
1199.926158,5,3,66400,2024
1250,8,5,73300,2023
1661.415067,6,3,342200,2024
378.0197772,7,2,117500,2022
1165.00092,5,3,184400,2021
1099.967648,3,5,170600,2021
810.1016727,2,5,226400,2022
1439.884809,2,3,378600,2021
1246.873884,3,3,65000,2024
567.8579259,2,3,135400,2014
3134.040501,3,3,197400,2014
1800.720288,4,4,416300,2013
722.8449942,4,4,122900,2019
508.0627347,4,5,148200,2019
805.0603795,3,4,277200,2010
1215.277778,4,3,261200,2013
2919.152177,3,3,328600,2019
1050.105011,5,2,198700,2019
1240.03543,2,2,500001,2010
3939.393939,1,2,277600,2024
1300.025491,1,3,89000,2023
1330.180313,3,4,243800,2022
1070.070614,4,4,133600,2024
1900.078239,3,4,228600,2010
1120.099564,4,4,500001,2009
1847.070506,3,3,337100,2010
650.026001,2,4,91600,2024
1075.584238,2,5,172100,2024
686.9881711,2,5,137500,2023
1458.017581,2,5,231800,2022
535.3640245,3,4,59200,2023
1541.781091,4,5,239100,2023
700.1909612,4,4,252400,2022
963.1591621,5,3,87600,2023
1255.230126,5,3,75000,2023
1000,5,3,225000,2024
700.1647446,5,3,255200,2024
795.1356408,4,4,269400,2023
1139.088729,3,5,133000,2024
1719.875309,3,5,495800,2022
1285.072952,3,5,151500,2021
1025.056948,3,3,383200,2021
1799.01414,4,4,463500,2022
8638.743455,5,3,114300,2021
1694.277108,4,4,92500,2024
1400,3,3,129300,2014
1762.196253,4,2,82100,2014
1025.115325,5,2,131300,2013
1040.077659,4,3,184900,2019
1179.941003,4,4,157700,2019
775.0356924,4,4,150000,2010
1610.089897,3,3,297200,2024
44117.64706,4,4,217500,2023
588.004704,2,3,381900,2024
345.0309643,3,4,477100,2022
670.0032289,2,4,143800,2021
547.5,4,5,99600,2021
850.19056,2,4,190600,2022
1225.03603,5,3,137500,2021
403.125,3,3,103100,2024
1246.105919,2,3,211800,2014
1182.834475,1,4,231800,2014
1269.035533,2,4,90600,2013
850.0510031,6,3,284100,2019
1055.926544,5,3,135700,2019
1175.088132,4,4,169800,2010
1489.129356,3,4,191700,2023
400,2,4,339800,2023
884,1,4,158800,2024
1089.126883,3,5,310000,2024
1882.222222,4,6,157500,2023
525.0875146,5,4,134400,2024
1708.074534,3,3,62700,2022
920,4,5,150000,2021
1700,6,7,160200,2021
1089.037817,5,4,500001,2022
550.0550055,3,7,359900,2021
1607.012418,2,5,492300,2024
1213.019745,3,8,181300,2014
1030.131342,4,9,151600,2014
1225.071225,3,6,388500,2013
896.4955175,2,4,238200,2019
1345.20277,2,6,163300,2019
900.0473709,1,7,154700,2010
3285.151117,2,5,239300,2015
1583.531275,3,6,299400,2014
1480.132073,4,7,161400,2014
1291.231365,5,8,99300,2015
1400.147384,6,6,91900,2015
566.2323052,5,4,380300,2018
399.5354239,6,6,101900,2010
1049.868766,4,1,173800,2019
1250,4,2,290700,2010
735.8738502,3,3,109100,2011
1071.428571,4,3,242700,2015
650,3,2,500001,2015
1350.166579,4,3,180300,2021
687.6948469,3,4,168800,2014
970.8295351,4,3,293800,2018
650.0541712,3,7,350000,2019
7500,3,8,210200,2010
929.9781182,3,9,138900,2010
1062.959935,3,6,126000,2010
1363.636364,2,7,145900,2010
1075.017527,2,5,214000,2023
2150.757886,3,7,83300,2023
2102.680918,2,4,225900,2024
1050.080775,3,5,190300,2023
1365.138669,2,3,213900,2022
1400.180668,3,4,217300,2024
700.0350018,1,2,319800,2010
1614.919775,2,6,139700,2009
1750.547046,2,7,279300,2010
1145.038168,3,6,225400,2024
1570.048309,3,7,107500,2024
1075.268817,3,5,210700,2023
1500.053573,4,4,74300,2022
1123.333333,3,6,331000,2023
3750.375038,4,4,211700,2023
1198.214286,2,3,106100,2022
3175.10716,2,2,252000,2023
895.9628966,4,4,319400,2023
882.6125331,2,3,234300,2024
1358.583779,4,5,92300,2024
1356.223176,2,3,109600,2023
1600,2,6,235600,2024
899.9742864,1,3,106700,2022
1200,1,6,173300,2021
1256.281407,2,1,109100,2021
93396.93698,3,2,83100,2022
1040.041602,4,3,266900,2021
950.0285009,5,2,185100,2024
1549.897201,56,4,69000,2014
956.5217391,4,3,188400,2014
2326.122354,5,5,182300,2013
1805.054152,34,4,227600,2019
1457.253886,3,6,93900,2019
1232.352941,2,5,66900,2010
900.2520706,2,3,221000,2014
555.0416281,3,4,63800,2013
1328.021248,2,2,233300,2019
1110.197368,5,3,132700,2019
1620.111732,3,5,68600,2010
1123.595506,4,4,275000,2019
1486.403777,5,5,171300,2010
1648.386483,3,3,118200,2010
1900.031046,3,5,430900,2010
1050.052503,2,6,266200,2010
1450.033279,2,7,255400,2023
1026.119403,1,5,500001,2023
1873.410946,3,7,94400,2024
970.3085581,4,5,231800,2023
1100.110011,3,7,245800,2022
727.0168856,4,5,298900,2024
1100.157729,3,7,500001,2010
967.0951763,5,5,170800,2009
1300.202254,3,3,261100,2010
1792.757261,4,5,396400,2024
482.2198276,3,7,189800,2024
1649.917504,2,6,268500,2023
1837.859914,3,7,108900,2022
3330.305783,4,8,500001,2023
690.0750964,3,6,226200,2023
1207.54717,4,7,369400,2022
1406.25,3,8,257900,2023
644.3054766,5,4,190000,2023
1360,4,5,339100,2024
1394.101877,5,3,219000,2024
930.0329089,3,5,215000,2023
1535.050316,4,4,72500,2024
2199.792961,2,5,108300,2022
600,4,6,271800,2021
949.9934028,2,4,225000,2021
350.0269251,3,6,500001,2022
2506.635211,4,4,185800,2021
7075.471698,3,3,230700,2024
77615.50473,4,5,204000,2014
1608.271109,5,6,75000,2014
1166.666667,4,4,400000,2013
1679.731243,3,6,113900,2019
899.9052731,4,4,81300,2019
1315.047905,5,3,240700,2010
2317.832826,6,5,50300,2024
1240.079365,4,6,213700,2023
408.4739312,4,4,264500,2024
735.2941176,5,3,208200,2022
697.0849176,3,2,150000,2021
1345.037519,4,2,118800,2021
1050.052503,3,4,500001,2022
1409.332916,4,2,102500,2021
1500.750375,3,4,91300,2024
1324.753974,2,2,397800,2014
1500,3,2,143100,2014
1785.123967,2,3,218400,2013
403.8095238,3,4,279600,2019
1834.862385,1,5,110000,2019
1075.599262,1,4,84200,2010
1578.418711,2,5,122700,2023
1400.115473,1,3,132500,2023
1340.074313,2,6,494700,2024
1400,1,3,96200,2024
1207.041073,3,6,215000,2023
1036.062961,2,3,202800,2024
1197.297528,3,5,372000,2022
712.0253165,2,3,273400,2021
2040.069048,3,4,269700,2021
2400.548697,1,5,137500,2022
891.2655971,3,3,185700,2021
505.0505051,4,5,256700,2024
1200,3,3,162000,2014
1000,4,5,290500,2014
1170.091324,2,3,274500,2013
961.9084263,3,4,213200,2019
1322.204776,4,3,111900,2019
1315.002989,3,4,215400,2010
750.1172058,4,4,500001,2015
1125,4,3,167800,2014
3104.947216,3,3,215300,2014
967.1476819,4,2,137600,2015
1754.882536,3,5,469400,2015
550,4,5,196800,2018
1182.832038,2,3,172400,2010
2189.635535,2,5,153500,2019
1310.066551,3,2,205500,2010
890.5852417,2,4,177700,2011
1083.709621,3,3,226900,2015
1500.133941,2,4,105900,2015
1500.214316,3,2,242200,2021
645.6820016,2,1,259300,2014
1297.789337,1,2,141100,2018
1573.082805,1,1,187500,2019
2078.669651,2,2,221700,2010
682.1766562,3,3,500001,2010
2100.656455,3,1,195500,2010
1121.579183,2,2,101200,2010
1596.223022,3,1,90300,2023
880.938642,2,1,152100,2023
1522.815032,3,4,144800,2024
1252.00857,2,2,192100,2023
940,4,4,78600,2022
1275.022313,3,1,66000,2024
627.6150628,2,3,153500,2010
1485.253554,2,4,161600,2009
920.2453988,3,3,166300,2010
905.715062,4,4,230600,2024
1691.309806,2,5,155700,2024
672.0430108,2,6,171400,2023
2635.277583,3,7,146400,2022
800,4,3,275900,2023
759.1861524,5,6,212500,2023
1140.10641,3,8,279300,2022
1786.112972,5,7,243300,2023
1600,4,8,286500,2023
610.0316313,3,6,162500,2024
1064.695935,4,7,109400,2024
1381.291028,3,5,433800,2023
2420.856611,4,7,131300,2024
910.2990033,3,4,287900,2022
869.7164724,2,5,417600,2021
1025.179856,2,3,64400,2021
975.2020061,3,3,156000,2022
1650.227618,2,11,158100,2021
1350.124801,4,9,62900,2024
2256.820061,4,6,226900,2014
666.0323501,5,7,208800,2014
2280.068402,3,8,300000,2013
1321.81599,2,6,142000,2019
1409.077425,3,7,140100,2019
1015.02233,4,2,278100,2010
694.0588562,5,3,234400,2022
1214.329083,4,1,147200,2021
429.5197189,5,2,162500,2024
992.3664122,5,7,61000,2014
1414.427157,6,4,142600,2014
1900.057002,4,6,204400,2013
980.0490025,3,4,235000,2019
1511.144692,2,6,95100,2019
1574.438527,4,4,81600,2010
2000,5,6,131300,2014
1542.891785,4,7,162500,2013
969.9829598,5,5,114800,2019
866.6666667,3,3,500001,2019
610.0942873,4,6,162500,2010
520.0367085,2,4,192200,2019
879.091155,3,6,97800,2010
